batch_start,batch_close,candidate_id,ivrs,introductions,first_round_interviews,final_offers,hired,,,,,,,Predicted,Actual,Variance
3/2/16,3/28/16,216841,0,0,0,0,FALSE,,,,,,302168,FALSE,FALSE,TRUE
3/2/16,3/28/16,701350,2,1,1,0,FALSE,,,,,,441219,FALSE,FALSE,TRUE
3/2/16,3/28/16,704427,0,0,0,0,FALSE,,,,,,846154,FALSE,FALSE,TRUE
3/2/16,3/28/16,267972,1,0,0,0,FALSE,,,,,,1070163,TRUE,TRUE,TRUE
3/2/16,3/28/16,174619,0,0,0,0,FALSE,,,,,,1190492,FALSE,FALSE,TRUE
3/2/16,3/28/16,706916,1,1,1,0,FALSE,,,,,,1097749,FALSE,FALSE,TRUE
3/2/16,3/28/16,694647,1,1,1,0,FALSE,,,,,,670045,FALSE,FALSE,TRUE
3/2/16,3/28/16,684050,3,1,1,1,TRUE,,,,,,610580,FALSE,FALSE,TRUE
3/2/16,3/28/16,695805,2,1,1,0,FALSE,,,,,,731972,FALSE,FALSE,TRUE
3/2/16,3/28/16,697195,0,0,0,0,FALSE,,,,,,958713,FALSE,FALSE,TRUE
3/2/16,3/28/16,693536,3,0,0,0,FALSE,,,,,,765966,FALSE,FALSE,TRUE
3/2/16,3/28/16,689234,0,0,0,0,FALSE,,,,,,153524,FALSE,FALSE,TRUE
3/2/16,3/28/16,707689,1,0,0,0,FALSE,,,,,,91142,TRUE,TRUE,TRUE
3/2/16,3/28/16,580414,0,0,0,0,FALSE,,,,,,606458,FALSE,FALSE,TRUE
3/2/16,3/28/16,711503,1,1,1,0,FALSE,,,,,,1219437,FALSE,FALSE,TRUE
3/2/16,3/28/16,623552,13,5,5,0,FALSE,,,,,,1346331,FALSE,FALSE,TRUE
3/2/16,3/28/16,241100,0,0,0,0,FALSE,,,,,,653667,FALSE,FALSE,TRUE
3/2/16,3/28/16,706817,7,7,5,0,FALSE,,,,,,598920,FALSE,FALSE,TRUE
3/2/16,3/28/16,696693,1,0,0,0,FALSE,,,,,,1087412,FALSE,FALSE,TRUE
3/2/16,3/28/16,707860,2,0,0,0,FALSE,,,,,,1160110,FALSE,FALSE,TRUE
3/2/16,3/28/16,39303,4,2,1,0,FALSE,,,,,,745747,FALSE,FALSE,TRUE
3/2/16,3/28/16,327772,2,2,1,0,FALSE,,,,,,159332,FALSE,FALSE,TRUE
3/2/16,3/28/16,700573,5,3,3,0,FALSE,,,,,,138069,FALSE,FALSE,TRUE
3/2/16,3/28/16,206674,4,4,3,0,FALSE,,,,,,1073657,FALSE,FALSE,TRUE
3/2/16,3/28/16,700978,0,0,0,0,FALSE,,,,,,738456,FALSE,FALSE,TRUE
3/2/16,3/28/16,705120,2,1,1,0,FALSE,,,,,,359819,FALSE,FALSE,TRUE
3/2/16,3/28/16,412041,0,0,0,0,FALSE,,,,,,820920,FALSE,FALSE,TRUE
3/2/16,3/28/16,702151,4,0,0,0,FALSE,,,,,,328895,TRUE,TRUE,TRUE
3/2/16,3/28/16,702232,0,0,0,0,FALSE,,,,,,611893,FALSE,FALSE,TRUE
3/2/16,3/28/16,683732,1,1,1,0,FALSE,,,,,,611753,TRUE,FALSE,FALSE
3/2/16,3/28/16,706099,0,0,0,0,FALSE,,,,,,1401494,FALSE,FALSE,TRUE
3/2/16,3/28/16,711040,0,0,0,0,FALSE,,,,,,1354852,FALSE,FALSE,TRUE
3/2/16,3/28/16,699057,7,4,3,0,FALSE,,,,,,1341728,FALSE,FALSE,TRUE
3/2/16,3/28/16,707231,5,1,1,0,FALSE,,,,,,765640,FALSE,FALSE,TRUE
3/2/16,3/28/16,691035,0,0,0,0,FALSE,,,,,,110538,FALSE,FALSE,TRUE
3/2/16,3/28/16,50605,4,1,1,0,FALSE,,,,,,739627,FALSE,FALSE,TRUE
3/2/16,3/28/16,696665,5,3,2,1,FALSE,,,,,,26430,FALSE,FALSE,TRUE
3/2/16,3/28/16,221246,28,10,7,0,FALSE,,,,,,181345,FALSE,FALSE,TRUE
3/2/16,3/28/16,63667,0,0,0,0,FALSE,,,,,,50605,FALSE,FALSE,TRUE
3/2/16,3/28/16,696813,4,0,0,0,FALSE,,,,,,1290038,FALSE,FALSE,TRUE
3/2/16,3/28/16,640807,2,2,2,0,FALSE,,,,,,790969,FALSE,FALSE,TRUE
3/2/16,3/28/16,707149,0,0,0,0,FALSE,,,,,,1392443,FALSE,FALSE,TRUE
3/2/16,3/28/16,712277,0,0,0,0,FALSE,,,,,,1199104,FALSE,FALSE,TRUE
3/2/16,3/28/16,703172,9,9,6,0,FALSE,,,,,,2476,FALSE,FALSE,TRUE
3/2/16,3/28/16,709318,1,1,1,0,FALSE,,,,,,235982,FALSE,FALSE,TRUE
3/2/16,3/28/16,693654,1,1,1,0,FALSE,,,,,,42446,FALSE,FALSE,TRUE
3/2/16,3/28/16,648736,2,2,2,0,FALSE,,,,,,85199,FALSE,FALSE,TRUE
3/2/16,3/28/16,652454,0,0,0,0,FALSE,,,,,,750752,FALSE,FALSE,TRUE
3/2/16,3/28/16,19340,13,9,7,0,FALSE,,,,,,1036772,TRUE,TRUE,TRUE
3/2/16,3/28/16,45138,0,0,0,0,FALSE,,,,,,1221744,FALSE,FALSE,TRUE
3/2/16,3/28/16,703516,1,0,0,0,FALSE,,,,,,30413,FALSE,FALSE,TRUE
3/2/16,3/28/16,576388,6,4,4,0,FALSE,,,,,,18667,FALSE,FALSE,TRUE
3/2/16,3/28/16,416525,5,3,3,1,TRUE,,,,,,758405,FALSE,FALSE,TRUE
3/2/16,3/28/16,694663,7,6,4,0,FALSE,,,,,,1480591,FALSE,FALSE,TRUE
3/2/16,3/28/16,290723,9,6,4,0,FALSE,,,,,,450786,FALSE,FALSE,TRUE
3/2/16,3/28/16,698943,5,1,1,0,FALSE,,,,,,865127,FALSE,FALSE,TRUE
3/2/16,3/28/16,27636,8,2,1,0,FALSE,,,,,,862048,FALSE,FALSE,TRUE
3/2/16,3/28/16,540214,1,0,0,0,FALSE,,,,,,160735,FALSE,FALSE,TRUE
3/2/16,3/28/16,708525,5,2,2,0,FALSE,,,,,,104118,FALSE,FALSE,TRUE
3/2/16,3/28/16,632365,4,4,2,0,FALSE,,,,,,716707,FALSE,FALSE,TRUE
3/2/16,3/28/16,697208,2,0,0,0,FALSE,,,,,,770225,TRUE,TRUE,TRUE
3/2/16,3/28/16,174336,2,2,2,0,FALSE,,,,,,494698,FALSE,FALSE,TRUE
3/2/16,3/28/16,334014,0,0,0,0,FALSE,,,,,,785322,FALSE,TRUE,FALSE
3/2/16,3/28/16,496227,3,2,0,0,FALSE,,,,,,573586,FALSE,FALSE,TRUE
3/2/16,3/28/16,692205,13,12,10,1,TRUE,,,,,,483438,FALSE,FALSE,TRUE
3/2/16,3/28/16,710856,1,0,0,0,FALSE,,,,,,581883,FALSE,FALSE,TRUE
3/2/16,3/28/16,709906,9,0,0,0,FALSE,,,,,,666368,FALSE,FALSE,TRUE
3/2/16,3/28/16,707057,2,1,1,0,FALSE,,,,,,1464823,FALSE,FALSE,TRUE
3/2/16,3/28/16,381872,3,2,2,0,FALSE,,,,,,34608,FALSE,FALSE,TRUE
3/2/16,3/28/16,11426,7,2,2,1,TRUE,,,,,,730831,FALSE,FALSE,TRUE
3/2/16,3/28/16,475947,0,0,0,0,FALSE,,,,,,310960,FALSE,FALSE,TRUE
3/2/16,3/28/16,395258,1,1,1,0,FALSE,,,,,,273526,FALSE,FALSE,TRUE
3/2/16,3/28/16,272858,3,0,0,0,FALSE,,,,,,61891,FALSE,FALSE,TRUE
3/2/16,3/28/16,688820,2,1,1,0,FALSE,,,,,,425416,FALSE,FALSE,TRUE
3/2/16,3/28/16,23734,1,1,1,0,FALSE,,,,,,687941,FALSE,FALSE,TRUE
3/2/16,3/28/16,611488,2,2,2,0,FALSE,,,,,,1403413,FALSE,FALSE,TRUE
3/2/16,3/28/16,711463,1,1,1,0,FALSE,,,,,,202457,FALSE,FALSE,TRUE
3/2/16,3/28/16,447385,1,1,1,0,FALSE,,,,,,1075303,FALSE,FALSE,TRUE
3/2/16,3/28/16,233256,6,6,5,0,FALSE,,,,,,478069,TRUE,TRUE,TRUE
3/2/16,3/28/16,702052,7,4,3,0,FALSE,,,,,,1091453,FALSE,FALSE,TRUE
3/2/16,3/28/16,701133,0,0,0,0,FALSE,,,,,,832317,FALSE,FALSE,TRUE
3/2/16,3/28/16,701153,5,2,1,0,FALSE,,,,,,113985,FALSE,FALSE,TRUE
3/2/16,3/28/16,709474,1,0,0,0,FALSE,,,,,,451452,FALSE,FALSE,TRUE
3/2/16,3/28/16,238428,8,1,0,0,FALSE,,,,,,1413906,FALSE,FALSE,TRUE
3/2/16,3/28/16,702874,3,3,1,1,FALSE,,,,,,130293,TRUE,FALSE,FALSE
3/2/16,3/28/16,257881,10,6,4,0,FALSE,,,,,,937662,FALSE,FALSE,TRUE
3/2/16,3/28/16,136197,3,2,2,0,FALSE,,,,,,1045884,TRUE,TRUE,TRUE
3/2/16,3/28/16,702979,3,2,2,0,FALSE,,,,,,854181,FALSE,FALSE,TRUE
3/2/16,3/28/16,241701,2,0,0,0,FALSE,,,,,,947456,FALSE,FALSE,TRUE
3/2/16,3/28/16,395086,0,0,0,0,FALSE,,,,,,26320,FALSE,FALSE,TRUE
3/2/16,3/28/16,709980,2,2,0,0,FALSE,,,,,,1438929,FALSE,FALSE,TRUE
3/2/16,3/28/16,706205,1,1,0,0,FALSE,,,,,,33611,FALSE,FALSE,TRUE
3/2/16,3/28/16,258950,4,4,3,0,FALSE,,,,,,321382,FALSE,FALSE,TRUE
3/2/16,3/28/16,98002,0,0,0,0,FALSE,,,,,,402742,FALSE,FALSE,TRUE
3/2/16,3/28/16,691914,0,0,0,0,FALSE,,,,,,357348,FALSE,FALSE,TRUE
3/2/16,3/28/16,578772,6,4,3,1,TRUE,,,,,,267718,FALSE,FALSE,TRUE
3/2/16,3/28/16,697252,0,0,0,0,FALSE,,,,,,704701,FALSE,FALSE,TRUE
3/2/16,3/28/16,266472,15,6,5,0,FALSE,,,,,,159533,FALSE,FALSE,TRUE
3/2/16,3/28/16,700256,13,0,1,0,FALSE,,,,,,944607,FALSE,FALSE,TRUE
3/2/16,3/28/16,14634,16,6,6,0,FALSE,,,,,,820762,FALSE,FALSE,TRUE
3/2/16,3/28/16,697360,0,0,0,0,FALSE,,,,,,669356,FALSE,FALSE,TRUE
3/2/16,3/28/16,216376,2,1,1,0,FALSE,,,,,,1325603,FALSE,FALSE,TRUE
3/2/16,3/28/16,701485,11,10,5,0,FALSE,,,,,,671501,FALSE,FALSE,TRUE
3/2/16,3/28/16,699316,9,3,3,0,FALSE,,,,,,754477,FALSE,FALSE,TRUE
3/2/16,3/28/16,558815,0,0,0,0,FALSE,,,,,,30794,FALSE,FALSE,TRUE
3/2/16,3/28/16,624629,0,0,0,0,FALSE,,,,,,1298416,FALSE,FALSE,TRUE
3/2/16,3/28/16,705089,3,3,3,0,FALSE,,,,,,1244018,FALSE,FALSE,TRUE
3/2/16,3/28/16,292119,10,10,3,0,FALSE,,,,,,680260,FALSE,FALSE,TRUE
3/2/16,3/28/16,702265,13,11,8,0,FALSE,,,,,,724283,FALSE,FALSE,TRUE
3/2/16,3/28/16,677840,3,3,3,1,TRUE,,,,,,856408,FALSE,FALSE,TRUE
3/2/16,3/28/16,205160,1,0,0,0,FALSE,,,,,,815586,FALSE,FALSE,TRUE
3/2/16,3/28/16,699244,6,4,2,1,TRUE,,,,,,1073295,FALSE,FALSE,TRUE
3/2/16,3/28/16,706194,13,10,9,1,FALSE,,,,,,653413,TRUE,TRUE,TRUE
3/2/16,3/28/16,264443,0,0,0,0,FALSE,,,,,,1482545,TRUE,TRUE,TRUE
3/2/16,3/28/16,698288,3,3,3,0,FALSE,,,,,,168163,FALSE,FALSE,TRUE
3/2/16,3/28/16,536912,4,4,2,0,FALSE,,,,,,692362,FALSE,FALSE,TRUE
3/2/16,3/28/16,706234,7,1,0,0,FALSE,,,,,,860957,FALSE,FALSE,TRUE
3/2/16,3/28/16,709819,1,1,0,0,FALSE,,,,,,846210,FALSE,FALSE,TRUE
3/2/16,3/28/16,17533,0,0,0,0,FALSE,,,,,,1183361,FALSE,FALSE,TRUE
3/2/16,3/28/16,606889,10,2,2,0,FALSE,,,,,,918194,FALSE,FALSE,TRUE
3/2/16,3/28/16,681684,10,4,1,0,FALSE,,,,,,378165,FALSE,FALSE,TRUE
3/2/16,3/28/16,639626,3,2,2,0,FALSE,,,,,,1277387,FALSE,FALSE,TRUE
3/2/16,3/28/16,487786,2,2,2,0,FALSE,,,,,,89777,FALSE,FALSE,TRUE
3/2/16,3/28/16,26350,19,5,4,1,TRUE,,,,,,312256,FALSE,FALSE,TRUE
3/2/16,3/28/16,702139,7,7,5,1,TRUE,,,,,,47448,TRUE,TRUE,TRUE
3/2/16,3/28/16,161239,3,2,0,0,FALSE,,,,,,139308,FALSE,FALSE,TRUE
3/2/16,3/28/16,676218,0,0,0,0,FALSE,,,,,,1391113,FALSE,FALSE,TRUE
3/2/16,3/28/16,652339,0,0,0,0,FALSE,,,,,,1071868,FALSE,FALSE,TRUE
3/2/16,3/28/16,675823,1,1,1,0,FALSE,,,,,,650480,FALSE,FALSE,TRUE
3/2/16,3/28/16,701634,0,0,0,0,FALSE,,,,,,915500,FALSE,FALSE,TRUE
3/2/16,3/28/16,333364,1,1,1,0,FALSE,,,,,,521039,TRUE,FALSE,FALSE
3/2/16,3/28/16,698455,1,1,1,0,FALSE,,,,,,687338,TRUE,TRUE,TRUE
3/2/16,3/28/16,36180,21,2,2,0,FALSE,,,,,,151933,FALSE,FALSE,TRUE
3/2/16,3/28/16,707719,2,2,2,0,FALSE,,,,,,683732,FALSE,FALSE,TRUE
3/2/16,3/28/16,683683,2,1,1,0,FALSE,,,,,,291731,FALSE,FALSE,TRUE
3/2/16,3/28/16,167149,1,0,0,0,FALSE,,,,,,1396380,FALSE,FALSE,TRUE
3/2/16,3/28/16,675721,0,0,0,0,FALSE,,,,,,20532,FALSE,FALSE,TRUE
3/2/16,3/28/16,17581,11,4,4,1,TRUE,,,,,,1064401,FALSE,FALSE,TRUE
3/2/16,3/28/16,685948,1,1,1,0,FALSE,,,,,,188595,FALSE,FALSE,TRUE
3/2/16,3/28/16,700855,6,6,5,0,FALSE,,,,,,223351,FALSE,FALSE,TRUE
3/2/16,3/28/16,698179,6,3,3,1,TRUE,,,,,,637954,FALSE,FALSE,TRUE
3/2/16,3/28/16,145603,3,3,3,0,FALSE,,,,,,803623,FALSE,FALSE,TRUE
3/2/16,3/28/16,160647,1,1,1,0,FALSE,,,,,,727644,FALSE,FALSE,TRUE
3/2/16,3/28/16,611893,0,0,0,0,FALSE,,,,,,417151,FALSE,FALSE,TRUE
3/2/16,3/28/16,705000,3,1,1,0,FALSE,,,,,,611253,FALSE,FALSE,TRUE
3/2/16,3/28/16,680881,2,1,1,0,FALSE,,,,,,625529,FALSE,FALSE,TRUE
3/2/16,3/28/16,676891,17,8,5,0,FALSE,,,,,,845351,FALSE,FALSE,TRUE
3/2/16,3/28/16,707555,3,3,2,0,FALSE,,,,,,17749,FALSE,FALSE,TRUE
3/2/16,3/28/16,706304,2,1,0,0,FALSE,,,,,,963010,FALSE,FALSE,TRUE
3/2/16,3/28/16,707512,0,0,0,0,FALSE,,,,,,394473,FALSE,FALSE,TRUE
3/2/16,3/28/16,701124,13,5,4,0,FALSE,,,,,,125862,FALSE,FALSE,TRUE
3/2/16,3/28/16,711423,10,3,3,0,FALSE,,,,,,155842,FALSE,FALSE,TRUE
3/2/16,3/28/16,58909,1,0,0,0,FALSE,,,,,,920392,FALSE,FALSE,TRUE
3/9/16,4/4/16,718883,2,0,0,0,FALSE,,,,,,811035,FALSE,FALSE,TRUE
3/9/16,4/4/16,717023,21,0,0,0,FALSE,,,,,,102575,FALSE,FALSE,TRUE
3/9/16,4/4/16,721111,10,4,3,1,FALSE,,,,,,778296,TRUE,FALSE,FALSE
3/9/16,4/4/16,720184,1,1,1,0,FALSE,,,,,,1485514,TRUE,FALSE,FALSE
3/9/16,4/4/16,722140,0,0,0,0,FALSE,,,,,,257881,FALSE,FALSE,TRUE
3/9/16,4/4/16,660142,4,2,2,0,FALSE,,,,,,1156983,FALSE,FALSE,TRUE
3/9/16,4/4/16,86167,8,4,1,0,FALSE,,,,,,642107,FALSE,FALSE,TRUE
3/9/16,4/4/16,89534,12,9,5,0,FALSE,,,,,,435738,FALSE,FALSE,TRUE
3/9/16,4/4/16,608176,0,0,0,0,FALSE,,,,,,1211973,FALSE,FALSE,TRUE
3/9/16,4/4/16,714725,0,0,0,0,FALSE,,,,,,466129,FALSE,FALSE,TRUE
3/9/16,4/4/16,303781,11,8,7,0,FALSE,,,,,,858737,FALSE,FALSE,TRUE
3/9/16,4/4/16,715743,2,1,1,0,FALSE,,,,,,905645,FALSE,FALSE,TRUE
3/9/16,4/4/16,486458,10,7,5,1,TRUE,,,,,,6084,FALSE,FALSE,TRUE
3/9/16,4/4/16,716877,0,0,0,0,FALSE,,,,,,1238768,FALSE,FALSE,TRUE
3/9/16,4/4/16,48904,13,3,3,0,FALSE,,,,,,844621,FALSE,FALSE,TRUE
3/9/16,4/4/16,703853,15,7,4,1,FALSE,,,,,,842471,FALSE,FALSE,TRUE
3/9/16,4/4/16,724485,12,3,1,0,FALSE,,,,,,798823,FALSE,FALSE,TRUE
3/9/16,4/4/16,397496,0,0,0,0,FALSE,,,,,,517963,FALSE,FALSE,TRUE
3/9/16,4/4/16,215589,4,4,4,1,FALSE,,,,,,884981,FALSE,FALSE,TRUE
3/9/16,4/4/16,21390,18,6,5,0,FALSE,,,,,,619602,FALSE,FALSE,TRUE
3/9/16,4/4/16,663760,1,0,0,0,FALSE,,,,,,807275,FALSE,FALSE,TRUE
3/9/16,4/4/16,693603,3,1,1,0,FALSE,,,,,,58443,FALSE,FALSE,TRUE
3/9/16,4/4/16,719984,3,0,0,0,FALSE,,,,,,605485,FALSE,FALSE,TRUE
3/9/16,4/4/16,720102,20,14,5,1,TRUE,,,,,,954002,FALSE,FALSE,TRUE
3/9/16,4/4/16,37637,6,6,5,0,FALSE,,,,,,951446,FALSE,FALSE,TRUE
3/9/16,4/4/16,471321,2,0,0,0,FALSE,,,,,,753343,FALSE,FALSE,TRUE
3/9/16,4/4/16,718658,1,0,0,0,FALSE,,,,,,96754,TRUE,FALSE,FALSE
3/9/16,4/4/16,343729,2,2,2,0,FALSE,,,,,,59983,FALSE,FALSE,TRUE
3/9/16,4/4/16,723173,4,2,2,0,FALSE,,,,,,293453,FALSE,FALSE,TRUE
3/9/16,4/4/16,724248,0,0,0,0,FALSE,,,,,,10124,FALSE,FALSE,TRUE
3/9/16,4/4/16,716412,0,0,0,0,FALSE,,,,,,983610,FALSE,TRUE,FALSE
3/9/16,4/4/16,252716,3,2,1,0,FALSE,,,,,,607293,FALSE,FALSE,TRUE
3/9/16,4/4/16,714503,1,1,1,0,FALSE,,,,,,22482,FALSE,TRUE,FALSE
3/9/16,4/4/16,710122,15,8,7,0,FALSE,,,,,,1253824,FALSE,FALSE,TRUE
3/9/16,4/4/16,579230,16,3,2,0,FALSE,,,,,,925600,FALSE,FALSE,TRUE
3/9/16,4/4/16,720781,0,0,0,0,FALSE,,,,,,959278,FALSE,FALSE,TRUE
3/9/16,4/4/16,719913,0,0,0,0,FALSE,,,,,,1224657,FALSE,FALSE,TRUE
3/9/16,4/4/16,17533,0,0,0,0,FALSE,,,,,,1018288,FALSE,FALSE,TRUE
3/9/16,4/4/16,688531,7,6,5,0,FALSE,,,,,,179559,FALSE,FALSE,TRUE
3/9/16,4/4/16,719099,0,0,0,0,FALSE,,,,,,40307,FALSE,FALSE,TRUE
3/9/16,4/4/16,715416,0,0,0,0,FALSE,,,,,,318526,FALSE,FALSE,TRUE
3/9/16,4/4/16,191503,6,4,4,1,TRUE,,,,,,692424,TRUE,TRUE,TRUE
3/9/16,4/4/16,716819,7,5,4,0,FALSE,,,,,,735321,FALSE,FALSE,TRUE
3/9/16,4/4/16,333364,0,0,0,0,FALSE,,,,,,1081834,FALSE,FALSE,TRUE
3/9/16,4/4/16,718911,3,3,3,0,FALSE,,,,,,289178,FALSE,FALSE,TRUE
3/9/16,4/4/16,134566,5,3,3,0,FALSE,,,,,,868678,FALSE,FALSE,TRUE
3/9/16,4/4/16,590911,1,1,1,0,FALSE,,,,,,147764,FALSE,FALSE,TRUE
3/9/16,4/4/16,722840,4,4,3,0,FALSE,,,,,,110722,FALSE,FALSE,TRUE
3/9/16,4/4/16,252898,26,9,7,0,FALSE,,,,,,605022,FALSE,FALSE,TRUE
3/9/16,4/4/16,724817,1,1,1,0,FALSE,,,,,,47414,FALSE,FALSE,TRUE
3/9/16,4/4/16,402945,2,2,2,0,FALSE,,,,,,1286976,FALSE,FALSE,TRUE
3/9/16,4/4/16,637793,6,4,4,2,TRUE,,,,,,936696,FALSE,FALSE,TRUE
3/9/16,4/4/16,715462,1,1,0,0,FALSE,,,,,,1295463,FALSE,FALSE,TRUE
3/9/16,4/4/16,330644,4,0,0,0,FALSE,,,,,,588432,FALSE,FALSE,TRUE
3/9/16,4/4/16,26424,6,6,5,1,TRUE,,,,,,692205,FALSE,FALSE,TRUE
3/9/16,4/4/16,718724,0,0,0,0,FALSE,,,,,,851558,FALSE,FALSE,TRUE
3/9/16,4/4/16,99988,5,3,2,1,TRUE,,,,,,899200,FALSE,FALSE,TRUE
3/9/16,4/4/16,716308,1,0,0,0,FALSE,,,,,,952889,FALSE,FALSE,TRUE
3/9/16,4/4/16,430253,4,0,0,0,FALSE,,,,,,764856,FALSE,FALSE,TRUE
3/9/16,4/4/16,114290,5,5,4,0,FALSE,,,,,,731585,FALSE,FALSE,TRUE
3/9/16,4/4/16,721118,1,1,1,0,FALSE,,,,,,941303,FALSE,FALSE,TRUE
3/9/16,4/4/16,723266,0,0,0,0,FALSE,,,,,,375154,FALSE,FALSE,TRUE
3/9/16,4/4/16,32166,1,0,0,0,FALSE,,,,,,1482166,FALSE,FALSE,TRUE
3/9/16,4/4/16,155199,1,1,0,1,TRUE,,,,,,1257463,FALSE,FALSE,TRUE
3/9/16,4/4/16,711072,0,0,0,0,FALSE,,,,,,609146,FALSE,FALSE,TRUE
3/9/16,4/4/16,618744,3,3,2,0,FALSE,,,,,,466593,FALSE,FALSE,TRUE
3/9/16,4/4/16,720295,0,0,0,0,FALSE,,,,,,901695,FALSE,FALSE,TRUE
3/9/16,4/4/16,711913,0,0,0,0,FALSE,,,,,,369853,FALSE,FALSE,TRUE
3/9/16,4/4/16,716040,6,4,4,0,FALSE,,,,,,78605,FALSE,FALSE,TRUE
3/9/16,4/4/16,706141,0,0,0,0,FALSE,,,,,,1488947,FALSE,FALSE,TRUE
3/9/16,4/4/16,636777,6,1,1,0,FALSE,,,,,,901340,FALSE,FALSE,TRUE
3/9/16,4/4/16,717699,1,0,0,0,FALSE,,,,,,654237,FALSE,FALSE,TRUE
3/9/16,4/4/16,715833,0,0,0,0,FALSE,,,,,,69846,TRUE,FALSE,FALSE
3/9/16,4/4/16,117040,0,0,0,0,FALSE,,,,,,182635,FALSE,FALSE,TRUE
3/9/16,4/4/16,716221,5,3,2,1,TRUE,,,,,,768873,FALSE,FALSE,TRUE
3/9/16,4/4/16,724331,4,4,4,0,FALSE,,,,,,544828,FALSE,FALSE,TRUE
3/9/16,4/4/16,663580,23,6,4,0,FALSE,,,,,,528222,FALSE,FALSE,TRUE
3/9/16,4/4/16,411140,0,0,0,0,FALSE,,,,,,673228,FALSE,FALSE,TRUE
3/9/16,4/4/16,118435,0,0,0,0,FALSE,,,,,,1083487,FALSE,FALSE,TRUE
3/9/16,4/4/16,679076,4,2,1,0,FALSE,,,,,,1038413,FALSE,FALSE,TRUE
3/9/16,4/4/16,266472,0,0,0,0,FALSE,,,,,,747684,FALSE,FALSE,TRUE
3/9/16,4/4/16,720070,2,1,1,0,FALSE,,,,,,1092671,FALSE,FALSE,TRUE
3/9/16,4/4/16,361401,9,4,1,0,FALSE,,,,,,221025,FALSE,FALSE,TRUE
3/9/16,4/4/16,352184,2,2,2,0,FALSE,,,,,,683941,FALSE,FALSE,TRUE
3/9/16,4/4/16,700978,0,0,0,0,FALSE,,,,,,1264539,FALSE,FALSE,TRUE
3/9/16,4/4/16,267189,11,5,5,0,FALSE,,,,,,1236188,FALSE,FALSE,TRUE
3/9/16,4/4/16,666558,1,0,0,0,FALSE,,,,,,345500,FALSE,FALSE,TRUE
3/9/16,4/4/16,721190,2,2,2,0,FALSE,,,,,,169040,FALSE,FALSE,TRUE
3/9/16,4/4/16,138323,2,2,1,0,FALSE,,,,,,289456,FALSE,FALSE,TRUE
3/9/16,4/4/16,712113,6,0,0,0,FALSE,,,,,,1085035,FALSE,FALSE,TRUE
3/9/16,4/4/16,718471,0,0,0,0,FALSE,,,,,,777755,FALSE,FALSE,TRUE
3/9/16,4/4/16,624438,2,1,0,0,FALSE,,,,,,612011,FALSE,FALSE,TRUE
3/9/16,4/4/16,231162,6,4,2,0,FALSE,,,,,,243810,FALSE,FALSE,TRUE
3/9/16,4/4/16,663215,0,0,0,0,FALSE,,,,,,949673,FALSE,FALSE,TRUE
3/9/16,4/4/16,138069,1,1,1,0,FALSE,,,,,,1473560,FALSE,FALSE,TRUE
3/9/16,4/4/16,575668,0,0,0,0,FALSE,,,,,,129266,FALSE,FALSE,TRUE
3/9/16,4/4/16,716486,4,1,1,0,FALSE,,,,,,1187307,FALSE,FALSE,TRUE
3/9/16,4/4/16,716707,7,3,3,0,FALSE,,,,,,995118,FALSE,FALSE,TRUE
3/9/16,4/4/16,724124,3,3,3,0,FALSE,,,,,,1179789,FALSE,FALSE,TRUE
3/9/16,4/4/16,643062,0,0,0,0,FALSE,,,,,,17327,FALSE,FALSE,TRUE
3/9/16,4/4/16,716745,0,0,0,0,FALSE,,,,,,729882,FALSE,FALSE,TRUE
3/9/16,4/4/16,362915,0,0,0,0,FALSE,,,,,,374097,FALSE,FALSE,TRUE
3/9/16,4/4/16,529301,5,5,4,0,FALSE,,,,,,618818,FALSE,FALSE,TRUE
3/9/16,4/4/16,711755,0,0,0,0,FALSE,,,,,,107943,FALSE,FALSE,TRUE
3/9/16,4/4/16,167889,2,1,0,0,FALSE,,,,,,582169,FALSE,FALSE,TRUE
3/9/16,4/4/16,720682,3,1,0,0,FALSE,,,,,,1258376,FALSE,FALSE,TRUE
3/9/16,4/4/16,57568,2,0,0,0,FALSE,,,,,,1485310,FALSE,FALSE,TRUE
3/9/16,4/4/16,716947,4,1,1,0,FALSE,,,,,,346902,FALSE,FALSE,TRUE
3/9/16,4/4/16,716102,2,2,2,0,FALSE,,,,,,798139,FALSE,FALSE,TRUE
3/9/16,4/4/16,465010,8,4,2,0,FALSE,,,,,,509241,FALSE,FALSE,TRUE
3/9/16,4/4/16,700385,10,4,3,0,FALSE,,,,,,1061741,FALSE,FALSE,TRUE
3/9/16,4/4/16,118405,0,0,0,0,FALSE,,,,,,607744,FALSE,FALSE,TRUE
3/9/16,4/4/16,705062,1,1,1,0,FALSE,,,,,,612789,TRUE,FALSE,FALSE
3/9/16,4/4/16,719683,5,5,4,0,FALSE,,,,,,137120,FALSE,FALSE,TRUE
3/9/16,4/4/16,689728,3,0,0,0,FALSE,,,,,,988322,FALSE,FALSE,TRUE
3/9/16,4/4/16,702312,1,1,1,0,FALSE,,,,,,179787,TRUE,FALSE,FALSE
3/9/16,4/4/16,711936,0,0,0,0,FALSE,,,,,,24547,FALSE,FALSE,TRUE
3/9/16,4/4/16,709634,0,0,0,0,FALSE,,,,,,168656,FALSE,FALSE,TRUE
3/9/16,4/4/16,426082,0,0,0,0,FALSE,,,,,,1153756,FALSE,FALSE,TRUE
